Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-31 00:00:00+08:00,3173.389892578125,3183.4599609375,3144.330078125,3153.72998046875,283957200,0.0,0.0
2020-02-03 00:00:00+08:00,3131.02001953125,3139.360107421875,3112.330078125,3116.31005859375,240928600,0.0,0.0
2020-02-04 00:00:00+08:00,3135.5,3166.7099609375,3132.510009765625,3156.570068359375,251277700,0.0,0.0
2020-02-05 00:00:00+08:00,3163.669921875,3203.0400390625,3156.860107421875,3200.1298828125,247570300,0.0,0.0
2020-02-06 00:00:00+08:00,3215.3701171875,3231.969970703125,3206.919921875,3231.550048828125,284410900,0.0,0.0
2020-02-07 00:00:00+08:00,3214.179931640625,3219.800048828125,3170.570068359375,3181.47998046875,322500500,0.0,0.0
2020-02-10 00:00:00+08:00,3142.469970703125,3173.320068359375,3137.81005859375,3163.14990234375,203859800,0.0,0.0
2020-02-11 00:00:00+08:00,3168.14990234375,3195.5,3166.989990234375,3175.570068359375,233884800,0.0,0.0
2020-02-12 00:00:00+08:00,3182.3798828125,3223.3701171875,3175.25,3223.3701171875,309948500,0.0,0.0
2020-02-13 00:00:00+08:00,3230.280029296875,3232.89990234375,3211.8701171875,3220.090087890625,234275500,0.0,0.0
2020-02-14 00:00:00+08:00,3216.360107421875,3233.860107421875,3212.06005859375,3220.030029296875,242145500,0.0,0.0
2020-02-17 00:00:00+08:00,3220.659912109375,3223.429931640625,3210.0,3213.0,192026300,0.0,0.0
2020-02-18 00:00:00+08:00,3203.3798828125,3203.6201171875,3191.14990234375,3196.6298828125,198579800,0.0,0.0
2020-02-19 00:00:00+08:00,3199.219970703125,3222.610107421875,3194.35009765625,3213.7099609375,204087800,0.0,0.0
2020-02-20 00:00:00+08:00,3217.5400390625,3221.68994140625,3190.989990234375,3198.679931640625,206574200,0.0,0.0
2020-02-21 00:00:00+08:00,3189.18994140625,3200.72998046875,3179.3701171875,3181.030029296875,230052300,0.0,0.0
2020-02-24 00:00:00+08:00,3159.639892578125,3166.010009765625,3140.389892578125,3142.199951171875,285617700,0.0,0.0
2020-02-25 00:00:00+08:00,3145.010009765625,3171.739990234375,3142.199951171875,3158.239990234375,255301500,0.0,0.0
2020-02-26 00:00:00+08:00,3131.639892578125,3136.43994140625,3117.52001953125,3117.52001953125,309471500,0.0,0.0
2020-02-27 00:00:00+08:00,3110.22998046875,3114.14990234375,3086.389892578125,3111.699951171875,315229200,0.0,0.0
2020-02-28 00:00:00+08:00,3043.669921875,3056.56005859375,3008.4599609375,3011.080078125,552747300,0.0,0.0
2020-03-02 00:00:00+08:00,2988.35009765625,3026.22998046875,2987.409912109375,3007.719970703125,35847300,0.0,0.0
2020-03-03 00:00:00+08:00,3032.35009765625,3042.77001953125,3015.550048828125,3019.56005859375,33960600,0.0,0.0
2020-03-04 00:00:00+08:00,3015.199951171875,3031.929931640625,3003.090087890625,3025.030029296875,37387900,0.0,0.0
2020-03-05 00:00:00+08:00,3037.070068359375,3047.7900390625,3016.330078125,3018.27001953125,42641900,0.0,0.0
2020-03-06 00:00:00+08:00,2999.22998046875,3000.139892578125,2959.159912109375,2960.97998046875,33620900,0.0,0.0
2020-03-09 00:00:00+08:00,2891.590087890625,2891.64990234375,2772.699951171875,2782.3701171875,49347200,0.0,0.0
2020-03-10 00:00:00+08:00,2766.18994140625,2853.68994140625,2756.8798828125,2832.5400390625,47398900,0.0,0.0
2020-03-11 00:00:00+08:00,2837.68994140625,2861.25,2778.919921875,2783.719970703125,37599400,0.0,0.0
2020-03-12 00:00:00+08:00,2751.679931640625,2752.639892578125,2666.050048828125,2678.639892578125,49530700,0.0,0.0
2020-03-13 00:00:00+08:00,2555.510009765625,2676.840087890625,2510.8798828125,2634.0,65694100,0.0,0.0
2020-03-16 00:00:00+08:00,2557.800048828125,2590.909912109375,2495.77001953125,2495.77001953125,491526400,0.0,0.0
2020-03-17 00:00:00+08:00,2469.72998046875,2517.10009765625,2454.530029296875,2454.530029296875,588144700,0.0,0.0
2020-03-18 00:00:00+08:00,2472.530029296875,2532.389892578125,2420.860107421875,2425.6201171875,576383300,0.0,0.0
2020-03-19 00:00:00+08:00,2415.360107421875,2441.10009765625,2303.89990234375,2311.0,608095800,0.0,0.0
2020-03-20 00:00:00+08:00,2314.780029296875,2433.139892578125,2312.530029296875,2410.739990234375,628761400,0.0,0.0
2020-03-23 00:00:00+08:00,2274.3798828125,2274.3798828125,2208.419921875,2233.47998046875,111850600,0.0,0.0
2020-03-24 00:00:00+08:00,2292.570068359375,2372.35009765625,2291.25,2362.050048828125,469575500,0.0,0.0
2020-03-25 00:00:00+08:00,2429.570068359375,2510.760009765625,2390.7099609375,2505.469970703125,545558100,0.0,0.0
2020-03-26 00:00:00+08:00,2519.300048828125,2519.320068359375,2433.429931640625,2487.56005859375,511193700,0.0,0.0
2020-03-27 00:00:00+08:00,2545.639892578125,2561.3701171875,2511.2099609375,2528.760009765625,487699200,0.0,0.0
2020-03-30 00:00:00+08:00,2479.97998046875,2480.449951171875,2409.68994140625,2416.239990234375,403297900,0.0,0.0
2020-03-31 00:00:00+08:00,2454.169921875,2487.64990234375,2454.169921875,2481.22998046875,511031400,0.0,0.0
2020-04-01 00:00:00+08:00,2468.169921875,2481.43994140625,2419.10009765625,2440.27001953125,363877000,0.0,0.0
2020-04-02 00:00:00+08:00,2402.429931640625,2453.81005859375,2390.8798828125,2453.030029296875,405555200,0.0,0.0
2020-04-03 00:00:00+08:00,2451.469970703125,2454.7900390625,2380.840087890625,2389.2900390625,456374200,0.0,0.0
2020-04-06 00:00:00+08:00,2429.580078125,2477.31005859375,2411.27001953125,2470.590087890625,384427200,0.0,0.0
2020-04-07 00:00:00+08:00,2506.25,2571.889892578125,2502.330078125,2571.889892578125,492081200,0.0,0.0
2020-04-08 00:00:00+08:00,2528.31005859375,2551.64990234375,2507.1298828125,2539.43994140625,318915900,0.0,0.0
2020-04-09 00:00:00+08:00,2564.840087890625,2596.18994140625,2559.27001953125,2571.320068359375,346484700,0.0,0.0
2020-04-13 00:00:00+08:00,2561.409912109375,2572.5,2544.89990234375,2567.25,163623700,0.0,0.0
2020-04-14 00:00:00+08:00,2570.72998046875,2647.5,2566.090087890625,2634.570068359375,351096000,0.0,0.0
2020-04-15 00:00:00+08:00,2646.909912109375,2650.52001953125,2591.159912109375,2605.56005859375,369997800,0.0,0.0
2020-04-16 00:00:00+08:00,2581.449951171875,2635.179931640625,2581.0400390625,2612.25,296993300,0.0,0.0
2020-04-17 00:00:00+08:00,2661.280029296875,2671.580078125,2609.139892578125,2614.60009765625,398929400,0.0,0.0
2020-04-20 00:00:00+08:00,2622.669921875,2627.56005859375,2592.949951171875,2597.85009765625,244908500,0.0,0.0
2020-04-21 00:00:00+08:00,2591.97998046875,2601.14990234375,2551.919921875,2551.919921875,351561100,0.0,0.0
2020-04-22 00:00:00+08:00,2530.969970703125,2556.050048828125,2507.830078125,2550.0400390625,351932200,0.0,0.0
2020-04-23 00:00:00+08:00,2549.8701171875,2563.1201171875,2539.840087890625,2542.3701171875,263707100,0.0,0.0
2020-04-24 00:00:00+08:00,2530.030029296875,2533.75,2501.580078125,2518.159912109375,299499900,0.0,0.0
2020-04-27 00:00:00+08:00,2525.60009765625,2562.35009765625,2525.60009765625,2549.39990234375,245348400,0.0,0.0
2020-04-28 00:00:00+08:00,2559.8701171875,2562.949951171875,2532.239990234375,2562.949951171875,328809900,0.0,0.0
2020-04-29 00:00:00+08:00,2561.070068359375,2579.27001953125,2554.77001953125,2574.72998046875,267659600,0.0,0.0
2020-04-30 00:00:00+08:00,2600.010009765625,2633.919921875,2592.610107421875,2624.22998046875,536545700,0.0,0.0
2020-05-04 00:00:00+08:00,2555.669921875,2575.139892578125,2536.6298828125,2563.68994140625,349485700,0.0,0.0
2020-05-05 00:00:00+08:00,2579.10009765625,2595.1298828125,2572.360107421875,2572.360107421875,220314200,0.0,0.0
2020-05-06 00:00:00+08:00,2566.68994140625,2608.010009765625,2565.93994140625,2591.60009765625,294626700,0.0,0.0
2020-05-08 00:00:00+08:00,2600.3798828125,2602.429931640625,2579.360107421875,2591.8798828125,330465700,0.0,0.0
2020-05-11 00:00:00+08:00,2597.85009765625,2611.739990234375,2590.659912109375,2611.31005859375,260504400,0.0,0.0
2020-05-12 00:00:00+08:00,2582.550048828125,2590.510009765625,2576.4599609375,2587.81005859375,241063400,0.0,0.0
2020-05-13 00:00:00+08:00,2573.7099609375,2584.169921875,2567.449951171875,2572.010009765625,637426800,0.0,0.0
2020-05-14 00:00:00+08:00,2546.639892578125,2551.0,2521.469970703125,2522.31005859375,510416400,0.0,0.0
2020-05-15 00:00:00+08:00,2535.989990234375,2546.340087890625,2516.659912109375,2523.550048828125,522395500,0.0,0.0
2020-05-18 00:00:00+08:00,2526.969970703125,2551.6298828125,2524.659912109375,2539.280029296875,250959800,0.0,0.0
2020-05-19 00:00:00+08:00,2583.5400390625,2596.409912109375,2579.610107421875,2581.330078125,353410500,0.0,0.0
2020-05-20 00:00:00+08:00,2583.3701171875,2587.159912109375,2555.5,2561.93994140625,297329100,0.0,0.0
2020-05-21 00:00:00+08:00,2579.52001953125,2583.030029296875,2554.679931640625,2555.340087890625,239368000,0.0,0.0
2020-05-22 00:00:00+08:00,2533.0400390625,2534.89990234375,2490.699951171875,2499.830078125,364821400,0.0,0.0
2020-05-26 00:00:00+08:00,2517.330078125,2544.4599609375,2516.889892578125,2530.300048828125,298292000,0.0,0.0
2020-05-27 00:00:00+08:00,2527.330078125,2537.7900390625,2509.590087890625,2519.47998046875,321590200,0.0,0.0
2020-05-28 00:00:00+08:00,2526.7099609375,2531.56005859375,2509.10009765625,2515.239990234375,402054600,0.0,0.0
2020-05-29 00:00:00+08:00,2494.31005859375,2516.780029296875,2489.93994140625,2510.75,1472751700,0.0,0.0
2020-06-01 00:00:00+08:00,2519.419921875,2578.27001953125,2516.4599609375,2550.860107421875,658080300,0.0,0.0
2020-06-02 00:00:00+08:00,2565.2900390625,2611.6298828125,2562.090087890625,2611.6298828125,528974200,0.0,0.0
2020-06-03 00:00:00+08:00,2637.409912109375,2700.389892578125,2637.409912109375,2700.389892578125,602716000,0.0,0.0
2020-06-04 00:00:00+08:00,2733.570068359375,2755.550048828125,2684.070068359375,2707.199951171875,473130700,0.0,0.0
2020-06-05 00:00:00+08:00,2714.550048828125,2755.800048828125,2702.60009765625,2751.5,382718200,0.0,0.0
2020-06-08 00:00:00+08:00,2775.679931640625,2798.97998046875,2766.35009765625,2796.969970703125,418135200,0.0,0.0
2020-06-09 00:00:00+08:00,2810.43994140625,2839.389892578125,2783.300048828125,2794.169921875,497198700,0.0,0.0
2020-06-10 00:00:00+08:00,2805.81005859375,2822.75,2789.18994140625,2800.570068359375,332586800,0.0,0.0
2020-06-11 00:00:00+08:00,2785.18994140625,2785.18994140625,2697.239990234375,2704.2099609375,488930800,0.0,0.0
2020-06-12 00:00:00+08:00,2629.699951171875,2690.77001953125,2609.030029296875,2684.6298828125,455535800,0.0,0.0
2020-06-15 00:00:00+08:00,2652.800048828125,2661.610107421875,2606.14990234375,2613.8798828125,367135600,0.0,0.0
2020-06-16 00:00:00+08:00,2664.60009765625,2688.989990234375,2663.75,2666.85009765625,330759200,0.0,0.0
2020-06-17 00:00:00+08:00,2677.989990234375,2679.570068359375,2644.179931640625,2669.6201171875,240791200,0.0,0.0
2020-06-18 00:00:00+08:00,2651.0400390625,2678.030029296875,2645.610107421875,2665.659912109375,211475700,0.0,0.0
2020-06-19 00:00:00+08:00,2656.360107421875,2658.929931640625,2634.830078125,2634.830078125,475697600,0.0,0.0
2020-06-22 00:00:00+08:00,2638.14990234375,2652.3798828125,2627.4599609375,2629.68994140625,275133500,0.0,0.0
2020-06-23 00:00:00+08:00,2635.68994140625,2641.080078125,2583.989990234375,2634.919921875,307649600,0.0,0.0
2020-06-24 00:00:00+08:00,2644.449951171875,2647.489990234375,2615.719970703125,2628.6201171875,277879600,0.0,0.0
2020-06-25 00:00:00+08:00,2604.030029296875,2605.330078125,2574.85009765625,2590.14990234375,307390600,0.0,0.0
2020-06-26 00:00:00+08:00,2603.429931640625,2619.64990234375,2600.5,2604.510009765625,196494800,0.0,0.0
2020-06-29 00:00:00+08:00,2589.739990234375,2598.06005859375,2572.22998046875,2574.10009765625,232450900,0.0,0.0
2020-06-30 00:00:00+08:00,2595.27001953125,2610.989990234375,2589.909912109375,2589.909912109375,335570700,0.0,0.0
2020-07-01 00:00:00+08:00,2604.080078125,2619.35009765625,2597.2900390625,2610.169921875,149432000,0.0,0.0
2020-07-02 00:00:00+08:00,2607.489990234375,2636.68994140625,2597.610107421875,2636.68994140625,216004700,0.0,0.0
2020-07-03 00:00:00+08:00,2648.639892578125,2660.27001953125,2637.1298828125,2652.93994140625,208612100,0.0,0.0
2020-07-06 00:00:00+08:00,2662.409912109375,2696.010009765625,2653.3701171875,2689.610107421875,214752500,0.0,0.0
2020-07-07 00:00:00+08:00,2705.10009765625,2707.669921875,2657.93994140625,2661.419921875,223671600,0.0,0.0
2020-07-08 00:00:00+08:00,2665.510009765625,2677.39990234375,2653.02001953125,2669.489990234375,186970000,0.0,0.0
2020-07-09 00:00:00+08:00,2678.919921875,2679.97998046875,2652.070068359375,2652.64990234375,171603800,0.0,0.0
2020-07-13 00:00:00+08:00,2669.97998046875,2670.929931640625,2629.679931640625,2631.080078125,218372600,0.0,0.0
2020-07-14 00:00:00+08:00,2617.97998046875,2631.81005859375,2604.949951171875,2620.18994140625,196496400,0.0,0.0
2020-07-15 00:00:00+08:00,2643.760009765625,2658.89990234375,2641.800048828125,2648.89990234375,230774500,0.0,0.0
2020-07-16 00:00:00+08:00,2651.929931640625,2661.949951171875,2621.02001953125,2623.669921875,206579000,0.0,0.0
2020-07-17 00:00:00+08:00,2635.800048828125,2640.3798828125,2618.47998046875,2618.47998046875,171927300,0.0,0.0
2020-07-20 00:00:00+08:00,2618.010009765625,2619.780029296875,2595.719970703125,2616.300048828125,190816900,0.0,0.0
2020-07-21 00:00:00+08:00,2629.330078125,2644.510009765625,2622.969970703125,2629.449951171875,235880500,0.0,0.0
2020-07-22 00:00:00+08:00,2622.02001953125,2622.02001953125,2591.800048828125,2594.530029296875,209998700,0.0,0.0
2020-07-23 00:00:00+08:00,2596.8798828125,2622.81005859375,2592.570068359375,2612.35009765625,232813400,0.0,0.0
2020-07-24 00:00:00+08:00,2603.639892578125,2603.830078125,2572.929931640625,2579.510009765625,264577100,0.0,0.0
2020-07-27 00:00:00+08:00,2589.949951171875,2598.679931640625,2570.860107421875,2575.7900390625,209530200,0.0,0.0
2020-07-28 00:00:00+08:00,2587.81005859375,2603.31005859375,2580.889892578125,2582.969970703125,199326600,0.0,0.0
2020-07-29 00:00:00+08:00,2581.47998046875,2586.159912109375,2564.4599609375,2573.449951171875,250386700,0.0,0.0
2020-07-30 00:00:00+08:00,2581.659912109375,2581.659912109375,2511.02001953125,2529.820068359375,687694900,0.0,0.0
2020-08-03 00:00:00+08:00,2522.530029296875,2523.780029296875,2478.389892578125,2484.909912109375,356926000,0.0,0.0
2020-08-04 00:00:00+08:00,2495.1298828125,2523.780029296875,2491.389892578125,2515.699951171875,252016600,0.0,0.0
2020-08-05 00:00:00+08:00,2527.31005859375,2549.070068359375,2513.159912109375,2532.68994140625,308185100,0.0,0.0
2020-08-06 00:00:00+08:00,2551.030029296875,2566.699951171875,2548.18994140625,2559.10009765625,273303500,0.0,0.0
2020-08-07 00:00:00+08:00,2558.300048828125,2558.9599609375,2529.35009765625,2545.510009765625,314545300,0.0,0.0
2020-08-11 00:00:00+08:00,2547.52001953125,2559.760009765625,2522.800048828125,2544.14990234375,370449300,0.0,0.0
2020-08-12 00:00:00+08:00,2530.75,2563.7900390625,2521.06005859375,2563.199951171875,313027900,0.0,0.0
2020-08-13 00:00:00+08:00,2574.800048828125,2602.330078125,2568.10009765625,2595.969970703125,342499200,0.0,0.0
2020-08-14 00:00:00+08:00,2584.5,2600.050048828125,2572.639892578125,2581.320068359375,232767800,0.0,0.0
2020-08-17 00:00:00+08:00,2580.56005859375,2596.81005859375,2565.02001953125,2571.550048828125,676702400,0.0,0.0
2020-08-18 00:00:00+08:00,2574.820068359375,2579.360107421875,2557.93994140625,2563.090087890625,295897200,0.0,0.0
2020-08-19 00:00:00+08:00,2556.9599609375,2567.2099609375,2555.43994140625,2561.0400390625,223199300,0.0,0.0
2020-08-20 00:00:00+08:00,2537.110107421875,2545.070068359375,2506.77001953125,2527.919921875,521998500,0.0,0.0
2020-08-21 00:00:00+08:00,2544.64990234375,2547.830078125,2526.27001953125,2528.5400390625,224188200,0.0,0.0
2020-08-24 00:00:00+08:00,2535.68994140625,2544.2099609375,2526.510009765625,2538.610107421875,227861500,0.0,0.0
2020-08-25 00:00:00+08:00,2544.610107421875,2575.3701171875,2542.18994140625,2559.030029296875,382242800,0.0,0.0
2020-08-26 00:00:00+08:00,2548.280029296875,2548.570068359375,2528.93994140625,2542.080078125,241032000,0.0,0.0
2020-08-27 00:00:00+08:00,2539.97998046875,2545.7900390625,2517.070068359375,2519.81005859375,252409000,0.0,0.0
2020-08-28 00:00:00+08:00,2547.7099609375,2573.489990234375,2532.409912109375,2539.6298828125,272695400,0.0,0.0
2020-08-31 00:00:00+08:00,2557.43994140625,2560.429931640625,2523.340087890625,2532.510009765625,265106700,0.0,0.0
2020-09-01 00:00:00+08:00,2521.81005859375,2544.0,2508.679931640625,2538.550048828125,209783900,0.0,0.0
2020-09-02 00:00:00+08:00,2540.64990234375,2546.550048828125,2525.449951171875,2539.93994140625,239994000,0.0,0.0
2020-09-03 00:00:00+08:00,2546.010009765625,2546.8701171875,2519.1298828125,2531.7900390625,169331800,0.0,0.0
2020-09-04 00:00:00+08:00,2494.419921875,2511.909912109375,2486.360107421875,2509.639892578125,259700600,0.0,0.0
2020-09-07 00:00:00+08:00,2506.179931640625,2519.2099609375,2502.199951171875,2511.2099609375,153725400,0.0,0.0
2020-09-08 00:00:00+08:00,2515.260009765625,2528.02001953125,2504.760009765625,2504.760009765625,201598500,0.0,0.0
2020-09-09 00:00:00+08:00,2488.1201171875,2505.409912109375,2478.110107421875,2499.330078125,295600700,0.0,0.0
2020-09-10 00:00:00+08:00,2507.639892578125,2510.7099609375,2477.590087890625,2492.090087890625,268684900,0.0,0.0
2020-09-11 00:00:00+08:00,2481.080078125,2492.419921875,2476.820068359375,2490.090087890625,202299000,0.0,0.0
2020-09-14 00:00:00+08:00,2489.679931640625,2494.239990234375,2481.449951171875,2482.550048828125,171950300,0.0,0.0
2020-09-15 00:00:00+08:00,2486.699951171875,2502.10009765625,2482.909912109375,2485.830078125,226547100,0.0,0.0
2020-09-16 00:00:00+08:00,2492.469970703125,2508.159912109375,2488.090087890625,2505.14990234375,291463500,0.0,0.0
2020-09-17 00:00:00+08:00,2503.5400390625,2517.6298828125,2494.47998046875,2500.780029296875,273540600,0.0,0.0
2020-09-18 00:00:00+08:00,2504.93994140625,2506.919921875,2492.760009765625,2497.7099609375,333959200,0.0,0.0
2020-09-21 00:00:00+08:00,2499.389892578125,2515.050048828125,2481.659912109375,2485.7099609375,217783900,0.0,0.0
2020-09-22 00:00:00+08:00,2479.169921875,2481.77001953125,2455.330078125,2463.2900390625,277983600,0.0,0.0
2020-09-23 00:00:00+08:00,2463.949951171875,2487.31005859375,2454.840087890625,2481.139892578125,209998700,0.0,0.0
2020-09-24 00:00:00+08:00,2467.14990234375,2474.5400390625,2448.0,2450.820068359375,265928100,0.0,0.0
2020-09-25 00:00:00+08:00,2458.3798828125,2474.1201171875,2457.260009765625,2472.280029296875,176778200,0.0,0.0
2020-09-28 00:00:00+08:00,2473.2099609375,2494.159912109375,2471.070068359375,2483.010009765625,161976900,0.0,0.0
2020-09-29 00:00:00+08:00,2496.77001953125,2503.139892578125,2470.840087890625,2471.610107421875,189327700,0.0,0.0
2020-09-30 00:00:00+08:00,2482.489990234375,2489.169921875,2465.449951171875,2466.6201171875,279317900,0.0,0.0
2020-10-01 00:00:00+08:00,2479.2900390625,2504.1201171875,2477.090087890625,2500.739990234375,212792100,0.0,0.0
2020-10-02 00:00:00+08:00,2500.340087890625,2505.60009765625,2469.1201171875,2496.110107421875,173283700,0.0,0.0
2020-10-05 00:00:00+08:00,2512.909912109375,2522.39990234375,2504.889892578125,2517.22998046875,192050400,0.0,0.0
2020-10-06 00:00:00+08:00,2525.699951171875,2540.7099609375,2525.68994140625,2529.260009765625,203731800,0.0,0.0
2020-10-07 00:00:00+08:00,2523.18994140625,2543.27001953125,2518.239990234375,2538.360107421875,203795200,0.0,0.0
2020-10-08 00:00:00+08:00,2545.419921875,2546.169921875,2526.320068359375,2543.110107421875,164787700,0.0,0.0
2020-10-09 00:00:00+08:00,2547.93994140625,2547.969970703125,2532.409912109375,2532.9599609375,148957600,0.0,0.0
2020-10-12 00:00:00+08:00,2537.1298828125,2555.929931640625,2534.3701171875,2552.419921875,187208400,0.0,0.0
2020-10-13 00:00:00+08:00,2556.39990234375,2570.18994140625,2547.1201171875,2567.64990234375,193880900,0.0,0.0
2020-10-14 00:00:00+08:00,2562.43994140625,2563.43994140625,2548.8701171875,2555.590087890625,175822400,0.0,0.0
2020-10-15 00:00:00+08:00,2543.340087890625,2548.6201171875,2518.139892578125,2523.6201171875,304470800,0.0,0.0
2020-10-16 00:00:00+08:00,2530.3798828125,2545.159912109375,2526.860107421875,2533.02001953125,297188400,0.0,0.0
2020-10-19 00:00:00+08:00,2540.550048828125,2549.52001953125,2537.31005859375,2543.570068359375,191629800,0.0,0.0
2020-10-20 00:00:00+08:00,2542.080078125,2542.389892578125,2523.2099609375,2528.639892578125,219510200,0.0,0.0
2020-10-21 00:00:00+08:00,2536.72998046875,2545.52001953125,2521.699951171875,2525.610107421875,274375000,0.0,0.0
2020-10-22 00:00:00+08:00,2518.75,2530.760009765625,2513.52001953125,2528.409912109375,211242900,0.0,0.0
2020-10-23 00:00:00+08:00,2537.050048828125,2538.429931640625,2524.85009765625,2537.389892578125,195187900,0.0,0.0
2020-10-26 00:00:00+08:00,2540.860107421875,2541.739990234375,2521.18994140625,2523.31005859375,212193400,0.0,0.0
2020-10-27 00:00:00+08:00,2515.330078125,2519.0,2503.3701171875,2512.8701171875,210580100,0.0,0.0
2020-10-28 00:00:00+08:00,2504.280029296875,2507.889892578125,2483.47998046875,2483.47998046875,236950300,0.0,0.0
2020-10-29 00:00:00+08:00,2471.10009765625,2472.919921875,2450.679931640625,2450.679931640625,276975900,0.0,0.0
2020-10-30 00:00:00+08:00,2439.780029296875,2447.85009765625,2420.840087890625,2423.840087890625,397979300,0.0,0.0
2020-11-02 00:00:00+08:00,2428.97998046875,2449.02001953125,2423.699951171875,2443.1298828125,282262600,0.0,0.0
2020-11-03 00:00:00+08:00,2453.2900390625,2497.219970703125,2453.260009765625,2497.219970703125,294810100,0.0,0.0
2020-11-04 00:00:00+08:00,2502.179931640625,2521.139892578125,2489.719970703125,2515.97998046875,297790000,0.0,0.0
2020-11-05 00:00:00+08:00,2543.909912109375,2588.6201171875,2541.760009765625,2588.6201171875,409626000,0.0,0.0
2020-11-06 00:00:00+08:00,2591.9599609375,2591.9599609375,2562.860107421875,2578.679931640625,259721500,0.0,0.0
2020-11-09 00:00:00+08:00,2600.9599609375,2622.97998046875,2600.669921875,2609.360107421875,234278200,0.0,0.0
2020-11-10 00:00:00+08:00,2672.97998046875,2705.0,2662.320068359375,2705.0,687150900,0.0,0.0
2020-11-11 00:00:00+08:00,2698.68994140625,2713.280029296875,2673.889892578125,2713.280029296875,465058000,0.0,0.0
2020-11-12 00:00:00+08:00,2710.7099609375,2725.469970703125,2695.889892578125,2711.89990234375,347342900,0.0,0.0
2020-11-13 00:00:00+08:00,2700.719970703125,2715.919921875,2685.81005859375,2711.389892578125,350637300,0.0,0.0
2020-11-16 00:00:00+08:00,2731.56005859375,2753.43994140625,2724.929931640625,2748.0,370874400,0.0,0.0
2020-11-17 00:00:00+08:00,2764.1298828125,2781.580078125,2764.1298828125,2778.550048828125,416724300,0.0,0.0
2020-11-18 00:00:00+08:00,2774.780029296875,2795.669921875,2774.780029296875,2788.590087890625,364406700,0.0,0.0
2020-11-19 00:00:00+08:00,2782.219970703125,2795.06005859375,2766.550048828125,2777.0,390560200,0.0,0.0
2020-11-20 00:00:00+08:00,2780.77001953125,2814.1298828125,2779.2099609375,2813.010009765625,310379100,0.0,0.0
2020-11-23 00:00:00+08:00,2828.320068359375,2852.27001953125,2825.830078125,2848.780029296875,307802200,0.0,0.0
2020-11-24 00:00:00+08:00,2866.1201171875,2891.6298828125,2864.419921875,2891.6298828125,412882900,0.0,0.0
2020-11-25 00:00:00+08:00,2903.159912109375,2920.550048828125,2858.360107421875,2869.550048828125,482796600,0.0,0.0
2020-11-26 00:00:00+08:00,2856.3701171875,2857.47998046875,2839.800048828125,2857.47998046875,246451300,0.0,0.0
2020-11-27 00:00:00+08:00,2846.949951171875,2866.340087890625,2845.159912109375,2855.820068359375,227818600,0.0,0.0
2020-11-30 00:00:00+08:00,2869.889892578125,2869.889892578125,2797.18994140625,2805.949951171875,959533300,0.0,0.0
2020-12-01 00:00:00+08:00,2802.93994140625,2824.5400390625,2793.219970703125,2814.1201171875,322810700,0.0,0.0
